ticker,tipo_provento,data_com,data_pagamento,valor
GRND3,DIVIDENDO,1555977600000000000,1557273600000000000,0.014891
GRND3,DIVIDENDO,1541376000000000000,1542758400000000000,0.052457
GRND3,DIVIDENDO,1533513600000000000,1534896000000000000,0.037418
GRND3,DIVIDENDO,1525651200000000000,1527033600000000000,0.301712
GRND3,JRS CAP PROPRIO,1525305600000000000,1526428800000000000,0.432295
GRND3,DIVIDENDO,1525305600000000000,1526428800000000000,0.065276
GRND3,DIVIDENDO,1509926400000000000,1511308800000000000,0.244355
GRND3,DIVIDENDO,1501718400000000000,1502841600000000000,0.184841
GRND3,DIVIDENDO,1493683200000000000,1494979200000000000,0.229714
GRND3,JRS CAP PROPRIO,1493683200000000000,1494979200000000000,0.099763
GRND3,JRS CAP PROPRIO,1491955200000000000,1493164800000000000,0.432306
GRND3,DIVIDENDO,1491955200000000000,1493164800000000000,0.061832
GRND3,DIVIDENDO,1477526400000000000,1479254400000000000,0.253036
GRND3,DIVIDENDO,1470096000000000000,1471392000000000000,0.15132
GRND3,JRS CAP PROPRIO,1462233600000000000,1463529600000000000,0.09976
GRND3,DIVIDENDO,1462233600000000000,1463529600000000000,0.170227
GRND3,JRS CAP PROPRIO,1460592000000000000,1461715200000000000,0.332535
GRND3,DIVIDENDO,1460592000000000000,1461715200000000000,0.036226
GRND3,DIVIDENDO,1445990400000000000,1447200000000000000,0.178802
GRND3,DIVIDENDO,1438128000000000000,1439337600000000000,0.145978
GRND3,DIVIDENDO,1430092800000000000,1431475200000000000,0.224125
GRND3,DIVIDENDO,1428537600000000000,1429747200000000000,0.317498
GRND3,DIVIDENDO,1414627200000000000,1415750400000000000,0.178055
GRND3,DIVIDENDO,1406764800000000000,1407888000000000000,0.099446
GRND3,DIVIDENDO,1398729600000000000,1400025600000000000,0.140063
GRND3,DIVIDENDO,1397088000000000000,1397088000000000000,0.36849
GRND3,DIVIDENDO,1383523200000000000,1383523200000000000,0.279
GRND3,DIVIDENDO,1375315200000000000,1375315200000000000,0.138
GRND3,DIVIDENDO,1367884800000000000,1367884800000000000,0.213
GRND3,DIVIDENDO,1365638400000000000,1365638400000000000,0.35
GRND3,DIVIDENDO,1352160000000000000,1352160000000000000,0.288
GRND3,DIVIDENDO,1344211200000000000,1344211200000000000,0.142
GRND3,DIVIDENDO,1336003200000000000,1336003200000000000,0.196
GRND3,DIVIDENDO,1334102400000000000,1334102400000000000,0.29
GRND3,DIVIDENDO,1321488000000000000,1321488000000000000,0.201
GRND3,DIVIDENDO,1313625600000000000,1313625600000000000,0.089
GRND3,DIVIDENDO,1305763200000000000,1305763200000000000,0.15
GRND3,DIVIDENDO,1302480000000000000,1302480000000000000,0.17
GRND3,DIVIDENDO,1290384000000000000,1290384000000000000,0.12
GRND3,DIVIDENDO,1282176000000000000,1282176000000000000,0.04
GRND3,DIVIDENDO,1274313600000000000,1274313600000000000,0.075
GRND3,DIVIDENDO,1272240000000000000,1272240000000000000,0.113334
GRND3,DIVIDENDO,1258588800000000000,1258588800000000000,0.07
GRND3,DIVIDENDO,1250726400000000000,1250726400000000000,0.3
GRND3,DIVIDENDO,1242864000000000000,1242864000000000000,0.25
GRND3,DIVIDENDO,1239148800000000000,1239148800000000000,0.44
GRND3,DIVIDENDO,1227052800000000000,1227052800000000000,0.31
GRND3,DIVIDENDO,1219276800000000000,1219276800000000000,0.34
GRND3,DIVIDENDO,1208390400000000000,1208390400000000000,0.477238
GRND3,DIVIDENDO,1194998400000000000,1194998400000000000,0.42
GRND3,DIVIDENDO,1186358400000000000,1186358400000000000,0.3
GRND3,DIVIDENDO,1176681600000000000,1176681600000000000,0.482611
GRND3,DIVIDENDO,1163376000000000000,1163376000000000000,0.41
GRND3,DIVIDENDO,1155513600000000000,1155513600000000000,0.39
GRND3,DIVIDENDO,1144627200000000000,1144627200000000000,0.43181
GRND3,DIVIDENDO,1130716800000000000,1130716800000000000,0.38
GRND3,DIVIDENDO,1113782400000000000,1113782400000000000,0.641515
GSHP3,DIVIDENDO,1553558400000000000,1554768000000000000,3.069654
GUAR3,JRS CAP PROPRIO,1656374400000000000,1700611200000000000,0.0603
GUAR3,DIVIDENDO,1664236800000000000,1700611200000000000,0.0201
GUAR3,JRS CAP PROPRIO,1648512000000000000,1684713600000000000,0.0601
